ID_Accidente;A�o;Fecha;Dia;Hopra;Ruta/Autop;km;Participantes;Tipo;Lugar;Total;Heridos Leves;Heridos Graves;Ilesos;Fallecidos;Sin datos;desc_tipo_via;desc_loc;desc_dpto;|;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion
5268;2021;19/7/2021;Lunes;15:00:00;;0.0;3;Automóvil,Bicicleta,Bicicleta;Ricchieri Y San Luis;3;2;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;Ciclista;Colisión;S/D;Horizontal
5269;2021;19/7/2021;Lunes;05:15:00;Autopista Provincial Brigadier E.LÓPEZ;110.0;1;Camión c / Acoplado; ;2;1;0;1;0;0;Autopista;CORONDA;San JERÓNIMO;Asfalto;Pavimento;XV;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
5270;2021;19/7/2021;Lunes;;Autovía Provincial Brigadier E.LÓPEZ;30.0;1;Automóvil; ;1;0;0;0;0;0;Autovía;ANDINO;Iriondo;Asfalto;Natural;X;Fuera;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
5271;2021;19/7/2021;Lunes;;Ruta Nacional 34;242.0;2;Automóvil,Automóvil; ;2;2;0;0;0;0;Ruta;LEHMANN;Castellanos;Asfalto;Natural;V;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5272;2021;19/7/2021;Lunes;18:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;España Y Piacenza;2;1;0;1;0;0;Calle;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5273;2021;19/7/2021;Lunes;11:40:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Derqui 2300;2;1;0;1;0;0;Calle;CAÑADA DE GÓMEZ;Iriondo;Asfalto;No existe;X;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5274;2021;19/7/2021;Lunes;18:15:00;;0.0;1;Moto/Ciclomotor;Colon Y Sarmiento D;3;3;0;0;0;0;Calle;VERA;Vera;Asfalto;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5275;2021;19/7/2021;Lunes;13:45:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. San Martin Y Santa Fe;2;1;0;1;0;0;Avenida;BIGAND;Constitución;Asfalto;No existe;IV;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5276;2021;19/7/2021;Lunes;18:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Uriburu Y Av. Francia;2;1;0;0;0;1;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Atardecer;S/D;Múltiple;S/D;Colisión;S/D;S/D
5277;2021;19/7/2021;Lunes;12:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Arijon Y Cereseto;2;0;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
5278;2021;19/7/2021;Lunes;07:30:00;Ruta Provincial 1;85.0;2;Automóvil,Moto/Ciclomotor; ;2;0;0;1;0;0;Ruta;HELVECIA;Constitución;Asfalto;Natural;VII;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5279;2021;19/7/2021;Lunes;15:10:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Crespo Y Biedma;3;0;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5280;2021;20/7/2021;Martes;15:20:00;;0.0;1;Vehículo Oficial;Montevideo 4800;1;1;0;0;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal
5281;2021;20/7/2021;Martes;19:20:00;Ruta Secundaria 28-s;67.0;2;Peatón,Pickup/Utilitario;Ruta 178 ;3;2;0;0;1;0;Ruta;LAS PAREJAS;Belgrano;Asfalto;Natural;III;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;S/D;Peatón;Colisión;Ninguna;Vertical
5282;2021;20/7/2021;Martes;16:55:00;Ruta Provincial 66;98.7;3;Camión c / Acoplado,Camión c / Acoplado,Camión c / Acoplado; ;3;1;0;1;1;0;Ruta;LANDETA;San MARTÍN;Asfalto;Natural;XVIII;S/D;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Frontal,Múltiple;S/D;Colisión;Ninguna;S/D
5283;2021;20/7/2021;Martes;09:00:00;;0.0;2;Bicicleta,Automóvil;Av. Corrientes Y Ituzaingó;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal,Vertical
5284;2021;20/7/2021;Martes;09:35:00;;0.0;1;Transporte de Pasajeros Urbano (> 8 asientos);Cafferata Y San Juan;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5285;2021;20/7/2021;Martes;18:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;3 De Febrero Y Ricchieri;3;1;0;2;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
5286;2021;20/7/2021;Martes;07:50:00;;0.0;2;Moto/Ciclomotor,Automóvil;Crespo Y San Juan;3;1;0;2;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Vertical
5287;2021;20/7/2021;Martes;21:10:00;;0.0;2;Automóvil,Moto/Ciclomotor;Mariano Moreno Y 3 De Febrero;3;1;0;2;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5288;2021;20/7/2021;Martes;19:20:00;Ruta Nacional 11;730.0;2;Automóvil,Pickup/Utilitario; ;3;2;0;1;0;0;Ruta;VERA;Vera;Asfalto;Natural;XIX;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5289;2021;20/7/2021;Martes;17:00:00;;0.0;1;Moto/Ciclomotor;Bv Belgrano Y Pueyrredón;1;1;0;0;0;0;Avenida;CALCHAQUÍ;Vera;Asfalto;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5290;2021;20/7/2021;Martes;15:30:00;;0.0;2;Peatón,Automóvil;Ituzaingó Y 1 de Mayo;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
5291;2021;20/7/2021;Martes;15:40:00;;0.0;2;Bicicleta,Automóvil;Av. Dante Alighieri Y Av. Gob.Caesar;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5292;2021;20/7/2021;Martes;12:45:00;;0.0;2;Automóvil,Moto/Ciclomotor;Jaures Y P Opicci;2;1;0;1;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Deteriorada;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5293;2021;20/7/2021;Martes;;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Av. Blas Parera Y J M Zuviria;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5294;2021;20/7/2021;Martes;12:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Juan de Garay Y Monseñor Rodríguez;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
5295;2021;20/7/2021;Martes;10:30:00;;0.0;2;Automóvil,Moto/Ciclomotor;Juan Bautista Alberdi Y Simón de Iriondo;2;1;0;1;0;0;Calle;SANTO TOMÉ;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5296;2021;20/7/2021;Martes;20:20:00;;0.0;2;Automóvil,Moto/Ciclomotor;Urquiza 1900;4;1;0;3;0;0;Avenida;SAN LORENZO;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
5297;2021;20/7/2021;Martes;15:00:00;Ruta Nacional 11;0.0;2;Automóvil,Moto/Ciclomotor;Av. San Martin Y D Porteau;2;1;0;1;0;0;Ruta;SAN LORENZO;San Lorenzo;Asfalto;Pavimento;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5298;2021;20/7/2021;Martes;09:20:00;;0.0;2;Peatón,Automóvil;Calle 25-Rivadavia Y Calle 30-Lucas Funes;2;0;0;1;1;0;Calle;RECONQUISTA;General Obligado;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
5299;2021;20/7/2021;Martes;20:30:00;;0.0;2;Automóvil,Automóvil;Bv Gálvez Y Laprida;3;1;0;2;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5300;2021;20/7/2021;Martes;17:00:00;;0.0;2;Moto/Ciclomotor,Otros;9 de Julio Y A Belotti;2;1;0;1;0;0;Calle;SAN JUSTO;San Justo;Asfalto;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
5301;2021;20/7/2021;Martes;09:10:00;;0.0;2;Pickup/Utilitario,Automóvil;4 de Enero Y Lisandro de la Torre;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5302;2021;20/7/2021;Martes;10:30:00;;0.0;2;Moto/Ciclomotor,Taxi/Remis;9 de Julio Y Zapata Gollan;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Vertical
5303;2021;20/7/2021;Martes;19:05:00;Ruta Nacional 11;335.6;1;Camión c / Semirremolque; ;1;1;0;0;0;0;Ruta;EMILIA;La Capital;Asfalto;Natural;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
5304;2021;20/7/2021;Martes;19:55:00;;0.0;1;Moto/Ciclomotor;Salta 250;1;1;0;0;0;0;Calle;GÁLVEZ;San JERÓNIMO;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;S/D;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Faltante
5305;2021;20/7/2021;Martes;;;0.0;1;Moto/Ciclomotor;Juan Bautista Alberdi 2000;1;1;0;0;0;0;Calle;SANTO TOMÉ;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Vertical
5306;2021;20/7/2021;Martes;10:50:00;;0.0;2;Pickup/Utilitario,Taxi/Remis;Dorrego Y Moreno;2;1;0;1;0;0;Calle;GÁLVEZ;San JERÓNIMO;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;S/D
5307;2021;20/7/2021;Martes;;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario; ;2;1;0;1;0;0;S/D;PILAR;Las Colonias;S/D;S/D;XI;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
5308;2021;20/7/2021;Martes;22:00:00;;0.0;1;Moto/Ciclomotor;Boulevard Solís ;2;2;0;0;0;0;Avenida;FIRMAT;General LÓPEZ;S/D;S/D;VIII;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
5309;2021;20/7/2021;Martes;21:15:00;;0.0;3;Automóvil,Moto/Ciclomotor,Moto/Ciclomotor;Cristóbal Colon Y Juan José Castelli;6;4;0;2;0;0;Calle;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5310;2021;20/7/2021;Martes;09:45:00;;0.0;2;Automóvil,Bicicleta;Garibaldi Y Leandro N Alem;2;1;0;1;0;0;Calle;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Vertical
5311;2021;20/7/2021;Martes;;;0.0;1;Automóvil;Las Colonias 800;2;1;0;1;0;0;Calle;RAFAELA;Castellanos;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5312;2021;20/7/2021;Martes;22:00:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario; ;2;1;0;1;0;0;S/D;RAFAELA;Castellanos;S/D;S/D;V;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5313;2021;20/7/2021;Martes;16:15:00;Ruta Provincial 31;4.0;2;Automóvil,Bicicleta; ;2;1;0;1;0;0;Ruta;AVELLANEDA;General Obligado;Asfalto;Pavimento;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
5314;2021;20/7/2021;Martes;09:00:00;;0.0;1;Otros;Bv. Seguí Y F.More;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5315;2021;20/7/2021;Martes;14:00:00;;0.0;2;Moto/Ciclomotor,Automóvil; ;2;1;0;0;0;1;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5316;2021;20/7/2021;Martes;21:30:00;;0.0;1;Moto/Ciclomotor;3 De Febrero Y Mariano Moreno;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5317;2021;20/7/2021;Martes;00:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5318;2021;20/7/2021;Martes;17:55:00;;0.0;2;Moto/Ciclomotor,Automóvil;Benegas Y Friuli;2;0;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5319;2021;20/7/2021;Martes;;Ruta Nacional 34;0.0;2;Moto/Ciclomotor,Bicicleta;Ruta Nac 34 Gral. Güemes 3000;2;0;0;0;0;1;Ruta;RAFAELA;Constitución;Asfalto;Ripio;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Horizontal,Vertical
5320;2021;20/7/2021;Martes;17:30:00;;0.0;1;Bicicleta; ;1;0;0;0;0;0;S/D;ROSARIO;Rosario;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5321;2021;21/7/2021;Miercoles;16:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Alsina Y Montevideo;2;0;0;1;1;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
5322;2021;21/7/2021;Miercoles;14:00:00;;0.0;2;Peatón,Automóvil;Av. Corrientes Y Catamarca;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Horizontal,Vertical
5323;2021;21/7/2021;Miercoles;13:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;España Y R S PEÑA;4;1;0;3;0;0;Calle;VERA;Vera;Tierra;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Con baches;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Material Suelto;Faltante
5324;2021;21/7/2021;Miercoles;16:10:00;Ruta Provincial 21;0.0;2;Pickup/Utilitario,Automóvil; ;2;1;0;1;0;0;Ruta;ALVEAR;Rosario;Asfalto;Ripio;II;Dentro;Rural;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
5325;2021;21/7/2021;Miercoles;20:30:00;;0.0;2;Automóvil,Moto/Ciclomotor;Mendoza Y Solís;2;2;0;0;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
5326;2021;21/7/2021;Miercoles;13:30:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Av. A del Valle Y Javier de la Rosa;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5327;2021;21/7/2021;Miercoles;08:30:00;;0.0;2;Bicicleta,Automóvil;Belgrano Y Quintana;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
5328;2021;21/7/2021;Miercoles;10:05:00;Autopista Nacional 11;478.0;1;Automóvil; ;3;3;0;0;0;0;Autopista;RECREO;La Capital;Asfalto;Natural;I;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
5329;2021;21/7/2021;Miercoles;09:50:00;;0.0;2;Pickup/Utilitario,Pickup/Utilitario;Carlos Gardel Y Independencia;2;1;0;1;0;0;Calle;PUERTO SAN MARTÍN;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5330;2021;21/7/2021;Miercoles;01:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Castelli Y M M T de Hoenfels;4;3;0;1;0;0;Calle;ESPERANZA;Las Colonias;Asfalto;No existe;XI;Dentro;Urbana;Otra Señal;No existe;Intersección;Resbaladiza;Reducida humo;Nocturna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
5331;2021;21/7/2021;Miercoles;22:55:00;;0.0;2;Automóvil,Moto/Ciclomotor;Bv C Pellegrini Y Gdor. Cabal;2;1;0;1;0;0;Avenida;SAN JUSTO;San Justo;Hormigón;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5332;2021;21/7/2021;Miercoles;12:10:00;;0.0;2;Moto/Ciclomotor,Otros;Av. Urquiza Y Juan de Garay;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
5333;2021;21/7/2021;Miercoles;12:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Pellegrini Y Colon;2;1;0;1;0;0;Avenida;SAN JORGE;San MARTÍN;Asfalto;No existe;XVIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5334;2021;21/7/2021;Miercoles;;Ruta Secundaria 86-s;13.0;2;Automóvil,Moto/Ciclomotor; ;3;2;0;1;0;0;Ruta;LA CRIOLLA;San Justo;S/D;S/D;XVI;Dentro;Rural;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
5335;2021;21/7/2021;Miercoles;17:50:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Calle 20 Y Calle 23;2;1;0;1;0;0;Calle;AVELLANEDA;General Obligado;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;S/D
5336;2021;21/7/2021;Miercoles;12:00:00;;0.0;2;Automóvil,Bicicleta;Calle 26 - Bolívar Y Calle 31-Newbery;2;1;0;1;0;0;Calle;RECONQUISTA;General Obligado;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
5337;2021;21/7/2021;Miercoles;20:10:00;;0.0;2;Pickup/Utilitario,Automóvil;Pellegrini Y Poleti;2;1;0;1;0;0;Calle;CAÑADA DE GÓMEZ;Iriondo;Asfalto;No existe;X;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5338;2021;21/7/2021;Miercoles;;Autopista Nacional Rosario -Cordoba;0.0;2;Camión c / Acoplado,Camión c / Acoplado; ;2;2;0;0;0;0;Autopista;CARCARAÑÁ;San Lorenzo;Asfalto;Ripio;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Horizontal
5339;2021;21/7/2021;Miercoles;;;0.0;1;Automóvil;R Gonzales 2900;2;1;0;1;0;0;Calle;SAN JUSTO;San Justo;Asfalto;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
5340;2021;21/7/2021;Miercoles;19:10:00;;0.0;2;Pickup/Utilitario,Peatón;Av. San Martin Y Santa Fe;2;1;0;1;0;0;Avenida;BIGAND;Constitución;Asfalto;No existe;IV;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Horizontal
5341;2021;21/7/2021;Miercoles;18:00:00;;0.0;1;Moto/Ciclomotor;Av. Uriburu Y Paraguay;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Atardecer;S/D;Múltiple;S/D;Colisión;S/D;S/D
5342;2021;21/7/2021;Miercoles;00:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ZAVALLA;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
5343;2021;21/7/2021;Miercoles;12:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
5344;2021;21/7/2021;Miercoles;20:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Virasoro Y España;2;1;0;0;0;1;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
